CountryName,CountryCode,Date,School closing,Stay at home requirements,ConfirmedCases,ConfirmedDeaths,StringencyIndex
Mongolia,MNG,4/30/2020,3,0,38,0,72.62
Mongolia,MNG,5/1/2020,3,0,38,0,72.62
Mongolia,MNG,5/2/2020,3,0,39,0,72.62
Mongolia,MNG,5/3/2020,3,0,39,0,72.62
Mongolia,MNG,5/4/2020,3,0,40,0,72.62
Mongolia,MNG,5/8/2020,3,0,42,0,72.62
Mongolia,MNG,5/9/2020,3,0,42,0,67.86
Mongolia,MNG,5/10/2020,3,0,42,0,67.86
Mongolia,MNG,5/11/2020,3,0,42,0,67.86
Mongolia,MNG,5/12/2020,3,0,42,0,67.86
Mongolia,MNG,5/13/2020,3,0,42,0,67.86
Mongolia,MNG,5/14/2020,3,0,61,0,67.86
Mongolia,MNG,5/15/2020,3,0,61,0,67.86
Mongolia,MNG,5/16/2020,3,0,135,0,67.86
Mongolia,MNG,5/17/2020,3,0,136,0,67.86
Mongolia,MNG,5/18/2020,3,0,140,0,67.86
Mongolia,MNG,5/19/2020,3,0,140,0,67.86
Mongolia,MNG,5/20/2020,3,0,140,0,67.86
Mozambique,MOZ,3/1/2020,0,0,,,13.1
Mozambique,MOZ,3/2/2020,0,0,,,13.1
Mozambique,MOZ,3/3/2020,0,0,,,13.1
Mozambique,MOZ,3/4/2020,0,0,,,13.1
Mozambique,MOZ,3/5/2020,0,0,,,13.1
Mozambique,MOZ,3/6/2020,0,0,,,13.1
Mozambique,MOZ,3/7/2020,0,0,,,13.1
Mozambique,MOZ,3/8/2020,0,0,,,13.1
Mozambique,MOZ,3/9/2020,0,0,,,13.1
Mozambique,MOZ,3/10/2020,0,0,,,13.1
Mozambique,MOZ,3/11/2020,0,0,,,13.1
Mozambique,MOZ,3/12/2020,0,0,,,13.1
Mozambique,MOZ,3/13/2020,0,0,,,13.1
Mozambique,MOZ,3/14/2020,0,0,,,13.1
Mozambique,MOZ,3/15/2020,0,0,,,13.1
Mozambique,MOZ,3/16/2020,0,0,,,13.1
Mozambique,MOZ,3/17/2020,0,0,,,13.1
Mozambique,MOZ,3/18/2020,0,0,,,13.1
Mozambique,MOZ,3/19/2020,0,0,,,22.62
Mozambique,MOZ,3/20/2020,0,0,,,26.19
Mozambique,MOZ,3/21/2020,0,0,,,26.19
Mozambique,MOZ,3/22/2020,0,0,,,30.95
Mozambique,MOZ,3/23/2020,3,0,1,0,50
Mozambique,MOZ,3/24/2020,3,0,1,0,50
Mozambique,MOZ,3/25/2020,3,0,1,0,50
Mozambique,MOZ,3/26/2020,3,0,5,0,50
Mozambique,MOZ,3/27/2020,3,0,7,0,50
Mozambique,MOZ,3/28/2020,3,0,7,0,50
Mozambique,MOZ,3/29/2020,3,0,8,0,50
Mozambique,MOZ,3/30/2020,3,0,8,0,50
Mozambique,MOZ,3/31/2020,3,0,8,0,50
Mauritania,MRT,3/1/2020,0,0,,,7.14
Mauritania,MRT,3/2/2020,0,0,,,7.14
Mauritania,MRT,3/3/2020,0,0,,,7.14
Mauritania,MRT,3/4/2020,0,0,,,7.14
Mauritania,MRT,3/5/2020,0,0,,,7.14
Mauritania,MRT,3/6/2020,0,0,,,7.14
Mauritania,MRT,3/7/2020,0,0,,,7.14
Mauritania,MRT,3/8/2020,0,0,,,7.14
Mauritania,MRT,3/9/2020,0,0,,,7.14
Mauritania,MRT,3/10/2020,0,0,,,7.14
Mauritania,MRT,3/11/2020,0,0,,,7.14
Mauritania,MRT,3/12/2020,0,0,,,7.14
Mauritania,MRT,3/13/2020,0,0,,,21.43
Mauritania,MRT,3/14/2020,0,0,,,21.43
Mauritania,MRT,3/15/2020,0,0,1,0,21.43
Mauritania,MRT,3/16/2020,3,0,1,0,35.71
Mauritania,MRT,3/17/2020,3,0,1,0,35.71
Mauritania,MRT,3/18/2020,3,0,1,0,35.71
Mauritius,MUS,3/1/2020,0,0,,,0
Mauritius,MUS,3/2/2020,0,0,,,0
Mauritius,MUS,3/3/2020,0,0,,,0
Mauritius,MUS,3/4/2020,0,0,,,0
Mauritius,MUS,3/5/2020,0,0,,,0
Mauritius,MUS,3/6/2020,0,0,,,0
Mauritius,MUS,3/7/2020,0,0,,,0
Mauritius,MUS,3/8/2020,0,0,,,0
Mauritius,MUS,3/9/2020,0,0,,,0
Mauritius,MUS,3/10/2020,0,0,,,0
Mauritius,MUS,3/11/2020,0,0,,,0
Mauritius,MUS,3/12/2020,0,0,,,0
Mauritius,MUS,3/13/2020,0,0,,,0
Mauritius,MUS,3/14/2020,0,0,,,0
Mauritius,MUS,3/15/2020,0,0,,,0
Mauritius,MUS,3/16/2020,0,0,,,0
Mauritius,MUS,3/17/2020,0,0,,,0
Mauritius,MUS,3/18/2020,0,0,,,7.14
Mauritius,MUS,3/19/2020,3,0,,,28.57
Mauritius,MUS,3/20/2020,3,0,3,0,66.67
Mauritius,MUS,3/21/2020,3,0,12,0,66.67
Mauritius,MUS,3/22/2020,3,0,14,1,66.67
Malawi,MWI,3/1/2020,0,0,,,9.52
Malawi,MWI,3/2/2020,0,0,,,9.52
Malawi,MWI,3/3/2020,0,0,,,9.52
Malawi,MWI,3/4/2020,0,0,,,9.52
Malawi,MWI,3/5/2020,0,0,,,9.52
Malawi,MWI,3/6/2020,0,0,,,9.52
Malawi,MWI,3/7/2020,0,0,,,14.29
Malawi,MWI,3/8/2020,0,0,,,14.29
Malawi,MWI,3/9/2020,0,0,,,14.29
Malawi,MWI,3/10/2020,0,0,,,14.29
Malawi,MWI,3/11/2020,0,0,,,14.29
Malawi,MWI,3/12/2020,0,0,,,14.29
Malawi,MWI,3/13/2020,0,0,,,14.29
Malawi,MWI,3/14/2020,0,0,,,14.29
Malawi,MWI,3/15/2020,0,0,,,14.29
Malawi,MWI,3/16/2020,0,0,,,14.29
Malawi,MWI,3/17/2020,0,0,,,14.29
Malawi,MWI,3/18/2020,0,0,,,14.29
Malawi,MWI,3/19/2020,0,0,,,14.29
Malawi,MWI,3/20/2020,0,0,,,28.57
Malawi,MWI,3/21/2020,0,0,,,28.57
Malawi,MWI,3/22/2020,0,0,,,28.57
Malawi,MWI,3/23/2020,3,0,,,42.86
Malawi,MWI,3/24/2020,3,0,,,42.86
Malawi,MWI,3/25/2020,3,0,,,42.86
Malawi,MWI,3/26/2020,3,0,,,42.86
Malawi,MWI,3/27/2020,3,0,,,42.86
Malawi,MWI,3/28/2020,3,0,,,42.86
Malawi,MWI,3/29/2020,3,0,,,42.86
Malawi,MWI,3/30/2020,3,0,,,42.86
Malawi,MWI,3/31/2020,3,0,,,42.86
Malawi,MWI,4/1/2020,3,0,,,53.57
Malawi,MWI,4/2/2020,3,0,,,53.57
Malawi,MWI,4/3/2020,3,0,3,0,53.57
Malawi,MWI,4/4/2020,3,0,3,0,60.71
Malawi,MWI,4/5/2020,3,0,4,0,60.71
Malawi,MWI,4/6/2020,3,0,4,0,60.71
Malawi,MWI,4/7/2020,3,0,5,0,60.71
Malawi,MWI,4/8/2020,3,0,8,1,60.71
Malawi,MWI,4/9/2020,3,0,8,1,60.71
Malawi,MWI,4/10/2020,3,0,8,1,60.71
Malawi,MWI,4/11/2020,3,0,9,1,60.71
Malawi,MWI,4/12/2020,3,0,12,2,60.71
Malawi,MWI,4/13/2020,3,0,13,2,60.71
Malawi,MWI,4/14/2020,3,0,16,2,60.71
Malawi,MWI,4/15/2020,3,0,16,2,60.71
Malawi,MWI,4/16/2020,3,0,16,2,60.71
Malawi,MWI,4/17/2020,3,0,16,2,60.71
Malaysia,MYS,3/1/2020,0,0,25,0,25
Malaysia,MYS,3/2/2020,0,0,29,0,25
Malaysia,MYS,3/3/2020,0,0,,,25
Malaysia,MYS,3/4/2020,0,0,36,0,25
Malaysia,MYS,3/5/2020,0,0,50,0,25
Malaysia,MYS,3/6/2020,0,0,50,0,25
Malaysia,MYS,3/7/2020,0,0,83,0,29.76
Malaysia,MYS,3/8/2020,0,0,93,0,29.76
Malaysia,MYS,3/9/2020,0,0,99,0,29.76
Malaysia,MYS,3/10/2020,0,0,117,0,29.76
Malaysia,MYS,3/11/2020,0,0,129,0,29.76
Malaysia,MYS,3/12/2020,0,0,149,0,33.57
Malaysia,MYS,3/13/2020,0,0,158,0,33.57
Malaysia,MYS,3/14/2020,1,0,197,0,40.71
Malaysia,MYS,3/15/2020,1,0,238,0,40.71
Malaysia,MYS,3/16/2020,1,0,428,0,40.71
Malaysia,MYS,3/17/2020,1,0,553,0,40.71
Namibia,NAM,3/1/2020,0,0,,,3.57
Namibia,NAM,3/2/2020,0,0,,,3.57
Namibia,NAM,3/3/2020,0,0,,,3.57
Namibia,NAM,3/4/2020,0,0,,,3.57
Namibia,NAM,3/5/2020,0,0,,,3.57
Namibia,NAM,3/6/2020,0,0,,,3.57
Namibia,NAM,3/7/2020,0,0,,,3.57
Namibia,NAM,3/8/2020,0,0,,,3.57
Namibia,NAM,3/9/2020,0,0,,,3.57
Namibia,NAM,3/10/2020,0,0,,,3.57
Namibia,NAM,3/11/2020,0,0,,,3.57
Namibia,NAM,3/12/2020,0,0,,,3.57
Namibia,NAM,3/13/2020,0,0,,,3.57
Namibia,NAM,3/14/2020,0,0,,,10.71
Namibia,NAM,3/15/2020,0,0,698,7,10.71
Namibia,NAM,3/16/2020,0,0,698,7,10.71
Namibia,NAM,3/17/2020,3,0,698,7,53.57
Namibia,NAM,3/18/2020,3,0,698,7,53.57
Namibia,NAM,3/19/2020,3,0,698,7,53.57
Namibia,NAM,3/20/2020,3,0,698,7,53.57
Namibia,NAM,3/21/2020,3,0,699,7,53.57
Namibia,NAM,3/22/2020,3,0,699,7,53.57
Namibia,NAM,3/23/2020,3,0,699,7,53.57
Namibia,NAM,3/24/2020,3,0,699,7,57.14
Namibia,NAM,3/25/2020,3,0,699,7,57.14
Namibia,NAM,3/26/2020,3,0,700,7,57.14
Niger,NER,3/1/2020,0,0,,,0
Niger,NER,3/2/2020,0,0,,,0
Niger,NER,3/3/2020,0,0,,,0
Niger,NER,3/4/2020,0,0,,,0
Niger,NER,3/5/2020,0,0,,,0
Niger,NER,3/6/2020,0,0,,,0
Niger,NER,3/7/2020,0,0,,,0
Niger,NER,3/8/2020,0,0,,,0
Niger,NER,3/9/2020,0,0,,,0
Niger,NER,3/10/2020,0,0,,,0
Niger,NER,3/11/2020,0,0,,,0
Niger,NER,3/12/2020,0,0,,,0
Niger,NER,3/13/2020,0,0,,,14.29
Niger,NER,3/14/2020,0,0,,,14.29
Niger,NER,3/15/2020,0,0,,,14.29
Niger,NER,3/16/2020,0,0,,,14.29
Niger,NER,3/17/2020,0,0,,,28.57
Niger,NER,3/18/2020,0,0,,,28.57
Niger,NER,3/19/2020,0,0,,,42.86
Niger,NER,3/20/2020,3,0,,,57.14
Niger,NER,3/21/2020,3,0,1,0,57.14
Niger,NER,3/22/2020,3,0,1,0,57.14
Niger,NER,3/23/2020,3,0,1,0,57.14
Niger,NER,3/24/2020,3,0,2,0,57.14
Niger,NER,3/25/2020,3,0,7,1,57.14
Niger,NER,3/26/2020,3,0,7,1,57.14
Niger,NER,3/27/2020,3,0,10,1,57.14
Niger,NER,3/28/2020,3,0,10,1,66.67
Niger,NER,3/29/2020,3,0,10,1,66.67
Niger,NER,3/30/2020,3,0,10,1,66.67
Niger,NER,3/31/2020,3,0,20,3,66.67
Niger,NER,4/1/2020,3,0,20,3,66.67
Niger,NER,4/2/2020,3,0,74,5,66.67
Niger,NER,4/3/2020,3,0,74,5,66.67
Niger,NER,4/4/2020,3,0,98,5,66.67
Niger,NER,4/5/2020,3,0,120,5,66.67
Niger,NER,4/6/2020,3,0,184,10,66.67
Niger,NER,4/7/2020,3,0,253,10,66.67
Niger,NER,4/8/2020,3,0,278,11,66.67
Niger,NER,4/9/2020,3,0,342,11,66.67
Niger,NER,4/10/2020,3,0,410,11,66.67
Niger,NER,4/11/2020,3,0,438,11,66.67
Niger,NER,4/12/2020,3,0,491,11,66.67
Niger,NER,4/13/2020,3,0,529,12,66.67
Niger,NER,4/14/2020,3,0,548,13,66.67
Niger,NER,4/15/2020,3,0,570,14,66.67
Niger,NER,4/16/2020,3,0,584,14,66.67
Niger,NER,4/17/2020,3,0,609,15,66.67
Niger,NER,4/18/2020,3,0,627,18,66.67
Niger,NER,4/19/2020,3,0,639,19,66.67
Niger,NER,4/20/2020,3,0,648,20,66.67
Niger,NER,4/21/2020,3,0,655,20,66.67
Niger,NER,4/22/2020,3,0,655,20,66.67
Niger,NER,4/23/2020,3,0,662,22,66.67
Niger,NER,4/24/2020,3,0,671,24,66.67
Niger,NER,4/25/2020,3,0,681,24,66.67
Niger,NER,4/26/2020,3,0,684,27,66.67
Niger,NER,4/27/2020,3,0,696,29,66.67
Niger,NER,4/28/2020,3,0,701,29,66.67
Niger,NER,4/29/2020,3,0,709,31,66.67
Niger,NER,4/30/2020,3,0,713,32,66.67
Niger,NER,5/1/2020,3,0,719,32,66.67
Niger,NER,5/2/2020,3,0,728,33,66.67
Niger,NER,5/3/2020,3,0,736,35,66.67
Niger,NER,5/4/2020,3,0,750,36,66.67
Niger,NER,5/5/2020,3,0,755,37,66.67
Niger,NER,5/6/2020,3,0,763,38,66.67
Niger,NER,5/13/2020,3,0,854,47,42.86
Niger,NER,5/14/2020,3,0,860,49,42.86
Niger,NER,5/15/2020,3,0,876,50,42.86
Niger,NER,5/16/2020,3,0,885,51,42.86
Niger,NER,5/17/2020,3,0,889,51,42.86
Niger,NER,5/18/2020,3,0,904,54,42.86
Niger,NER,5/19/2020,3,0,909,55,42.86
Niger,NER,5/20/2020,3,0,914,55,42.86
Nigeria,NGA,3/1/2020,0,0,1,0,28.57
Nigeria,NGA,3/2/2020,0,0,1,0,28.57
Nigeria,NGA,3/3/2020,0,0,,,28.57
Nigeria,NGA,3/4/2020,0,0,,,28.57
Nigeria,NGA,3/5/2020,0,0,,,28.57
Nigeria,NGA,3/6/2020,0,0,,,28.57
Nigeria,NGA,3/7/2020,0,0,,,28.57
Nigeria,NGA,3/8/2020,0,0,,,28.57
Nigeria,NGA,3/9/2020,0,0,,,28.57
Nigeria,NGA,3/10/2020,0,0,2,0,28.57
Nigeria,NGA,3/11/2020,0,0,,,28.57
Nigeria,NGA,3/12/2020,0,0,,,28.57
Nigeria,NGA,3/13/2020,0,0,,,28.57
Nigeria,NGA,3/14/2020,0,0,,,28.57
Nigeria,NGA,3/15/2020,0,0,2,0,28.57
Nigeria,NGA,3/16/2020,0,0,2,0,28.57
Nigeria,NGA,3/17/2020,0,0,2,0,28.57
Nigeria,NGA,3/18/2020,0,0,3,0,41.67
Nigeria,NGA,3/19/2020,0,0,8,0,41.67
Nigeria,NGA,3/20/2020,2,0,8,0,48.81
Nigeria,NGA,3/21/2020,2,0,12,0,48.81
Nigeria,NGA,3/22/2020,2,0,22,0,48.81
Nicaragua,NIC,3/1/2020,0,0,,,13.1
Nicaragua,NIC,3/2/2020,0,0,,,13.1
Nicaragua,NIC,3/3/2020,0,0,,,13.1
Nicaragua,NIC,3/4/2020,0,0,,,13.1
Nicaragua,NIC,3/5/2020,0,0,,,13.1
Nicaragua,NIC,3/6/2020,0,0,,,13.1
Nicaragua,NIC,3/7/2020,0,0,,,13.1
Nicaragua,NIC,3/8/2020,0,0,,,13.1
Nicaragua,NIC,3/9/2020,0,0,,,13.1
Nicaragua,NIC,3/10/2020,0,0,,,13.1
Nicaragua,NIC,3/11/2020,0,0,,,13.1
Nicaragua,NIC,3/12/2020,0,0,,,13.1
Nicaragua,NIC,3/13/2020,0,0,,,13.1
Nicaragua,NIC,3/14/2020,0,0,,,13.1
Nicaragua,NIC,3/15/2020,0,0,,,13.1
Nicaragua,NIC,3/16/2020,0,0,,,13.1
Nicaragua,NIC,3/17/2020,0,0,,,13.1
Nicaragua,NIC,3/18/2020,0,0,,,13.1
Nicaragua,NIC,3/19/2020,0,0,1,0,13.1
Nicaragua,NIC,3/20/2020,0,0,1,0,13.1
Nicaragua,NIC,3/21/2020,0,0,2,0,13.1
Nicaragua,NIC,3/22/2020,0,0,2,0,13.1
Nicaragua,NIC,3/23/2020,0,0,2,0,13.1
Nicaragua,NIC,3/24/2020,0,0,2,0,13.1
Nicaragua,NIC,3/25/2020,0,0,2,0,13.1
Nicaragua,NIC,3/26/2020,0,0,2,0,13.1
Nicaragua,NIC,3/27/2020,0,0,2,0,13.1
Nicaragua,NIC,3/28/2020,0,0,2,1,13.1
Nicaragua,NIC,3/29/2020,0,0,4,1,13.1
Nicaragua,NIC,3/30/2020,0,0,4,1,13.1
Nicaragua,NIC,3/31/2020,0,0,4,1,13.1
Nicaragua,NIC,4/1/2020,0,0,4,1,13.1
Nicaragua,NIC,4/2/2020,0,0,5,1,13.1
Nicaragua,NIC,4/3/2020,0,0,5,1,13.1
Nicaragua,NIC,4/4/2020,0,0,5,1,13.1
Nicaragua,NIC,4/5/2020,0,0,5,1,13.1
Nicaragua,NIC,4/6/2020,0,0,5,1,13.1
Nicaragua,NIC,4/7/2020,0,0,6,1,13.1
Nicaragua,NIC,4/8/2020,0,0,6,1,13.1
Nicaragua,NIC,4/9/2020,0,0,6,1,13.1
Nicaragua,NIC,4/10/2020,0,0,6,1,13.1
Nicaragua,NIC,4/11/2020,0,0,7,1,13.1
Nicaragua,NIC,4/12/2020,0,0,7,1,13.1
Nicaragua,NIC,4/13/2020,0,0,9,1,13.1
Nicaragua,NIC,4/14/2020,0,0,9,1,13.1
Nicaragua,NIC,4/15/2020,0,0,9,1,21.43
Nicaragua,NIC,4/16/2020,0,0,9,1,21.43
Nicaragua,NIC,4/17/2020,0,0,9,1,21.43
Nicaragua,NIC,4/18/2020,0,0,9,1,21.43
Nicaragua,NIC,4/19/2020,0,0,9,1,21.43
Nicaragua,NIC,4/20/2020,0,0,9,1,21.43
Nicaragua,NIC,4/21/2020,0,0,9,2,21.43
Nicaragua,NIC,4/22/2020,0,0,10,2,21.43
Nicaragua,NIC,4/23/2020,0,0,10,2,21.43
Nicaragua,NIC,4/24/2020,0,0,10,2,21.43
Nicaragua,NIC,4/25/2020,0,0,11,3,21.43
Nicaragua,NIC,4/26/2020,0,0,12,3,21.43
Nicaragua,NIC,4/27/2020,0,0,13,3,21.43
Nicaragua,NIC,4/28/2020,0,0,13,3,21.43
Nicaragua,NIC,4/29/2020,0,0,13,3,21.43
Nicaragua,NIC,4/30/2020,0,0,14,4,21.43
Nicaragua,NIC,5/1/2020,0,0,14,4,21.43
Nicaragua,NIC,5/2/2020,0,0,14,4,21.43
Nicaragua,NIC,5/3/2020,0,0,14,4,21.43
Nicaragua,NIC,5/4/2020,0,0,14,5,21.43
Nicaragua,NIC,5/5/2020,0,0,15,5,21.43
Nicaragua,NIC,5/6/2020,0,0,16,5,21.43
Nicaragua,NIC,5/7/2020,0,0,16,5,14.29
Nicaragua,NIC,5/8/2020,0,0,16,5,14.29
Nicaragua,NIC,5/9/2020,0,0,16,5,14.29
Nicaragua,NIC,5/10/2020,0,0,16,5,14.29
Nicaragua,NIC,5/11/2020,0,0,16,5,14.29
Nicaragua,NIC,5/12/2020,0,0,16,5,14.29
Nicaragua,NIC,5/13/2020,0,0,25,8,14.29
Nicaragua,NIC,5/14/2020,0,0,25,8,14.29
Nicaragua,NIC,5/15/2020,0,0,25,8,14.29
Nicaragua,NIC,5/16/2020,0,0,25,8,14.29
Nicaragua,NIC,5/17/2020,0,0,25,8,14.29
Nicaragua,NIC,5/18/2020,0,0,25,8,14.29
Nicaragua,NIC,5/19/2020,0,0,25,8,14.29
Nicaragua,NIC,5/20/2020,0,0,25,8,14.29
Netherlands,NLD,3/1/2020,0,0,7,0,0
Netherlands,NLD,3/2/2020,0,0,13,0,0
Netherlands,NLD,3/3/2020,0,0,18,0,0
Netherlands,NLD,3/4/2020,0,0,28,0,0
Netherlands,NLD,3/5/2020,0,0,38,0,0
Norway,NOR,3/1/2020,0,0,15,0,14.29
Norway,NOR,3/2/2020,0,0,19,0,14.29
Norway,NOR,3/3/2020,0,0,25,0,14.29
Norway,NOR,3/4/2020,0,0,33,0,14.29
Norway,NOR,3/5/2020,0,0,56,0,14.29
Norway,NOR,3/6/2020,0,0,86,0,14.29
Norway,NOR,3/7/2020,0,0,113,0,14.29
Norway,NOR,3/8/2020,0,0,147,0,14.29
Norway,NOR,3/9/2020,0,0,169,0,14.29
Norway,NOR,3/10/2020,0,0,192,0,21.43
Norway,NOR,3/11/2020,0,0,277,0,30
Norway,NOR,3/12/2020,3,0,489,0,59.52
Norway,NOR,3/13/2020,3,0,621,1,59.52
Norway,NOR,3/14/2020,3,0,621,1,66.67
Norway,NOR,3/15/2020,3,0,907,1,73.81
Norway,NOR,3/16/2020,3,0,1077,1,83.33
Norway,NOR,3/17/2020,3,0,1169,3,83.33
Norway,NOR,3/18/2020,3,0,1308,3,83.33
Norway,NOR,3/19/2020,3,0,1423,3,88.1
Norway,NOR,3/20/2020,3,0,1552,6,88.1
Norway,NOR,3/21/2020,3,0,1742,7,88.1
Norway,NOR,3/22/2020,3,0,1926,7,88.1
Norway,NOR,3/23/2020,3,0,2132,7,88.1
Norway,NOR,3/24/2020,3,0,2371,8,88.1
Norway,NOR,3/25/2020,3,0,2566,10,88.1
Norway,NOR,3/26/2020,3,0,2916,12,88.1
Norway,NOR,3/27/2020,3,0,3156,14,88.1
Norway,NOR,3/28/2020,3,0,3581,16,88.1
Norway,NOR,3/29/2020,3,0,3845,20,88.1
Norway,NOR,3/30/2020,3,0,4102,22,88.1
Norway,NOR,3/31/2020,3,0,4226,26,88.1
Norway,NOR,4/1/2020,3,0,4447,28,88.1
Norway,NOR,4/2/2020,3,0,4665,32,88.1
Norway,NOR,4/3/2020,3,0,4935,42,88.1
Norway,NOR,4/4/2020,3,0,5208,44,88.1
Norway,NOR,4/5/2020,3,0,5510,50,88.1
Norway,NOR,4/6/2020,3,0,5640,58,88.1
Norway,NOR,4/7/2020,3,0,5755,59,88.1
Norway,NOR,4/8/2020,3,0,5863,69,88.1
Norway,NOR,4/9/2020,3,0,6010,80,88.1
Norway,NOR,4/10/2020,3,0,6160,88,88.1
Norway,NOR,4/11/2020,3,0,6244,92,88.1
Norway,NOR,4/12/2020,3,0,6320,98,88.1
Norway,NOR,4/13/2020,3,0,6415,103,88.1
Norway,NOR,4/14/2020,3,0,6488,114,88.1
Norway,NOR,4/15/2020,3,0,6566,127,88.1
Norway,NOR,4/16/2020,3,0,6677,130,88.1
Norway,NOR,4/17/2020,3,0,6791,136,88.1
Norway,NOR,4/18/2020,3,0,6791,136,88.1
Norway,NOR,4/19/2020,3,0,6984,148,88.1
Norway,NOR,4/20/2020,2,0,7068,154,79.76
Norway,NOR,4/21/2020,2,0,7113,154,79.76
Norway,NOR,4/22/2020,2,0,7166,163,79.76
Norway,NOR,4/23/2020,2,0,7250,169,79.76
Norway,NOR,4/24/2020,2,0,7345,180,79.76
Norway,NOR,4/25/2020,2,0,7408,191,79.76
Norway,NOR,4/26/2020,2,0,7467,193,79.76
Norway,NOR,4/27/2020,2,0,7505,193,79.76
Norway,NOR,4/28/2020,2,0,7533,193,79.76
Norway,NOR,4/29/2020,2,0,7605,195,79.76
Norway,NOR,4/30/2020,2,0,7667,202,83.33
Norway,NOR,5/1/2020,2,0,7710,204,83.33
Norway,NOR,5/2/2020,2,0,7759,204,83.33
Norway,NOR,5/3/2020,2,0,7759,204,83.33
Norway,NOR,5/4/2020,2,0,7809,208,83.33
Norway,NOR,5/5/2020,2,0,7847,208,83.33
Norway,NOR,5/6/2020,2,0,7903,209,83.33
Norway,NOR,5/7/2020,2,0,7953,209,83.33
Norway,NOR,5/8/2020,2,0,7995,209,83.33
Norway,NOR,5/9/2020,2,0,8034,213,83.33
Norway,NOR,5/10/2020,2,0,8069,213,83.33
Norway,NOR,5/11/2020,0,0,8099,217,72.62
Norway,NOR,5/12/2020,0,0,8106,224,72.62
Norway,NOR,5/13/2020,0,0,8135,228,72.62
Norway,NOR,5/14/2020,0,0,8158,229,63.1
Norway,NOR,5/15/2020,0,0,8175,232,63.1
Norway,NOR,5/16/2020,0,0,8197,232,63.1
Norway,NOR,5/17/2020,0,0,8197,232,63.1
Norway,NOR,5/18/2020,0,0,8197,232,63.1
Norway,NOR,5/19/2020,0,0,8249,233,63.1
Norway,NOR,5/20/2020,0,0,8257,233,63.1
Nepal,NPL,3/1/2020,0,0,1,0,30.95
Nepal,NPL,3/2/2020,0,0,1,0,30.95
Nepal,NPL,3/3/2020,0,0,,,30.95
Nepal,NPL,3/4/2020,0,0,,,30.95
Nepal,NPL,3/5/2020,0,0,,,30.95
Nepal,NPL,3/6/2020,0,0,,,30.95
Nepal,NPL,3/7/2020,0,0,,,30.95
Nepal,NPL,3/8/2020,0,0,,,30.95
Nepal,NPL,3/9/2020,0,0,,,30.95
Nepal,NPL,3/10/2020,0,0,,,30.95
Nepal,NPL,3/11/2020,0,0,,,30.95
Nepal,NPL,3/12/2020,0,0,,,30.95
Nepal,NPL,3/13/2020,0,0,,,30.95
Nepal,NPL,3/14/2020,0,0,,,30.95
Nepal,NPL,3/15/2020,0,0,1,0,30.95
Nepal,NPL,3/16/2020,0,0,,,30.95
Nepal,NPL,3/17/2020,0,0,1,0,30.95
Nepal,NPL,3/18/2020,0,0,1,0,35.71
Nepal,NPL,3/19/2020,3,0,1,0,50
New Zealand,NZL,3/1/2020,0,0,1,0,25
New Zealand,NZL,3/2/2020,0,0,1,0,25
New Zealand,NZL,3/3/2020,0,0,,,25
New Zealand,NZL,3/4/2020,0,0,2,0,25
New Zealand,NZL,3/5/2020,0,0,3,0,25
New Zealand,NZL,3/6/2020,0,0,4,0,25
New Zealand,NZL,3/7/2020,0,0,5,0,25
New Zealand,NZL,3/8/2020,0,0,,,25
New Zealand,NZL,3/9/2020,0,0,,,25
New Zealand,NZL,3/10/2020,0,0,,,25
New Zealand,NZL,3/11/2020,0,0,,,25
New Zealand,NZL,3/12/2020,0,0,,,25
New Zealand,NZL,3/13/2020,0,0,,,25
New Zealand,NZL,3/14/2020,0,0,6,0,25
New Zealand,NZL,3/15/2020,0,0,8,0,25
New Zealand,NZL,3/16/2020,0,0,,,39.29
New Zealand,NZL,3/17/2020,0,0,,,39.29
New Zealand,NZL,3/18/2020,0,0,20,0,39.29
New Zealand,NZL,3/19/2020,0,0,28,0,39.29
New Zealand,NZL,3/20/2020,0,0,39,0,42.86
New Zealand,NZL,5/14/2020,0,0,1147,21,40
New Zealand,NZL,5/15/2020,0,0,1148,21,40
New Zealand,NZL,5/16/2020,0,0,1148,21,40
New Zealand,NZL,5/17/2020,0,0,1149,21,40
New Zealand,NZL,5/18/2020,0,0,1149,21,40
New Zealand,NZL,5/19/2020,0,0,1153,21,40
New Zealand,NZL,5/20/2020,0,0,1153,21,40
Oman,OMN,3/1/2020,0,0,6,0,25
Oman,OMN,3/2/2020,0,0,6,0,25
Oman,OMN,3/3/2020,0,0,7,0,25
Oman,OMN,3/4/2020,0,0,,,25
Oman,OMN,3/5/2020,0,0,15,0,25
Oman,OMN,3/6/2020,0,0,16,0,25
Oman,OMN,3/7/2020,0,0,,,25
Oman,OMN,3/8/2020,0,0,,,25
Oman,OMN,3/9/2020,0,0,,,25
Oman,OMN,3/10/2020,0,0,18,0,25
Oman,OMN,3/11/2020,0,0,18,0,25
Oman,OMN,3/12/2020,0,0,,,25
Oman,OMN,3/13/2020,0,0,,,25
Oman,OMN,3/14/2020,0,0,20,0,25
Oman,OMN,3/15/2020,3,0,20,0,39.29
Oman,OMN,3/16/2020,3,0,22,0,39.29
Oman,OMN,3/17/2020,3,0,24,0,53.57
Oman,OMN,3/18/2020,3,0,24,0,71.43
Oman,OMN,3/19/2020,3,0,39,0,85.71
Oman,OMN,3/20/2020,3,0,39,0,85.71
